,Brand,Model,Rank,Benchmark,Samples,Brand,Model,Rank,Benchmark,Samples,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
1265,Nvidia,6600 GT,660,0.32,578,,,,,,,,,,,,,,,
1266,ATI,MOBILITY FireGL V5250,661,0.31,43,,,,,,,,,,,,,,,
1267,Nvidia,8400M G,662,0.3,305,,,,,,,,,,,,,,,
1268,Nvidia,Quadro NVS 135M,663,0.3,600,,,,,,,,,,,,,,,
1269,Nvidia,8200M G,664,0.3,1353,,,,,,,,,,,,,,,
1270,Nvidia,6600,665,0.22,965,,,,,,,,,,,,,,,
1271,Nvidia,7300 GS,666,0.18,932,,,,,,,,,,,,,,,
1272,AMD,Radeon X1300,667,0.18,1436,,,,,,,,,,,,,,,
1273,Nvidia,Go 7400,668,0.17,410,,,,,,,,,,,,,,,
1274,AMD,Radeon X1550,669,0.16,754,,,,,,,,,,,,,,,
1275,ATI,Mobility Radeon X2300,670,0.15,386,,,,,,,,,,,,,,,
1276,Nvidia,7300 LE,671,0.15,1556,,,,,,,,,,,,,,,
1277,ATI,Mobility Radeon X1400,672,0.13,467,,,,,,,,,,,,,,,
1278,Nvidia,Go 7300,673,0.13,580,,,,,,,,,,,,,,,
1279,ATI,Mobility Radeon X1300,674,0.13,358,,,,,,,,,,,,,,,
1280,Nvidia,Quadro NVS 440,675,0.11,105,,,,,,,,,,,,,,,
1281,Nvidia,7100 GS,676,0.07,814,,,,,,,,,,,,,,,
1282,Nvidia,7300 SE,677,0.07,2613,,,,,,,,,,,,,,,
1283,Nvidia,7100 / nForce 630i,678,0.07,1219,,,,,,,,,,,,,,,
1284,Nvidia,6200,679,0.06,1771,,,,,,,,,,,,,,,
1285,Nvidia,6150,680,0.06,1044,,,,,,,,,,,,,,,
1286,Nvidia,7025 / nForce 630a,681,0.06,7730,,,,,,,,,,,,,,,
1287,Nvidia,6100,682,0.06,904,,,,,,,,,,,,,,,
1288,Nvidia,6150SE nForce 430,683,0.05,6584,,,,,,,,,,,,,,,
1289,Nvidia,7150M / nForce 630M,684,0.05,388,,,,,,,,,,,,,,,
1290,Intel,Graphics Media Accelerator 3150,685,0.0,0,,,,,,,,,,,,,,,
